Rivers,Gauge Sites,Date,Up Stream,Down Stream
SUTLEJ,Islam,11-Jul-19,1150,Nil
INDUS,Kalabagh,11-Jul-19,239560,231560
INDUS,Chashma,11-Jul-19,257002,250502
INDUS,Taunsa,11-Jul-19,248193,222988
INDUS,Guddu,11-Jul-19,170497,129318
INDUS,Sukkar,11-Jul-19,106700,53150
INDUS,Kotri,11-Jul-19,32795,Nil
JHELUM,Kotli,11-Jul-19,-,8230
JHELUM,Mangla,11-Jul-19,73000,13615
JHELUM,Rasul,11-Jul-19,8435,Nil
CHENAB,Jammu Tavi,11-Jul-19,-,-
CHENAB,Marala,11-Jul-19,89950,56800
CHENAB,Khanki,11-Jul-19,59003,50904
CHENAB,Qadirabad,11-Jul-19,61760,39760
CHENAB,Trimmu,11-Jul-19,30100,14500
CHENAB,Punjnad,11-Jul-19,18405,2055
RAVI,Jassar,11-Jul-19,-,2129
RAVI,Balloki,11-Jul-19,39575,7075
RAVI,Sidhnai,11-Jul-19,17033,1983
SUTLEJ,Sulemanki,11-Jul-19,14486,2133
SUTLEJ,Islam,11-Jul-19,1150,Nil
INDUS,Kalabagh,12-Jul-19,241471,233471
INDUS,Chashma,12-Jul-19,256723,250223
INDUS,Taunsa,12-Jul-19,254140,228340
INDUS,Guddu,12-Jul-19,177073,135788
INDUS,Sukkar,12-Jul-19,110085,55055
INDUS,Kotri,12-Jul-19,34906,261
JHELUM,Kotli,12-Jul-19,-,5930
JHELUM,Mangla,12-Jul-19,56000,13615
JHELUM,Rasul,12-Jul-19,8435,Nil
CHENAB,Jammu Tavi,12-Jul-19,-,-
CHENAB,Marala,12-Jul-19,90724,60574
CHENAB,Khanki,12-Jul-19,59003,50904
CHENAB,Qadirabad,12-Jul-19,61760,39760
CHENAB,Trimmu,12-Jul-19,30100,14500
CHENAB,Punjnad,12-Jul-19,18405,2055
RAVI,Jassar,12-Jul-19,-,2888
RAVI,Balloki,12-Jul-19,39575,7075
RAVI,Sidhnai,12-Jul-19,18355,3305
SUTLEJ,Sulemanki,12-Jul-19,14486,2133
SUTLEJ,Islam,12-Jul-19,1150,Nil
INDUS,Kalabagh,12-Jul-19,265536,257536
INDUS,Chashma,12-Jul-19,256487,249987
INDUS,Taunsa,12-Jul-19,254140,228340
INDUS,Guddu,12-Jul-19,181397,140317
INDUS,Sukkar,12-Jul-19,110085,55055
INDUS,Kotri,12-Jul-19,34906,261
JHELUM,Kotli,12-Jul-19,-,4790
JHELUM,Mangla,12-Jul-19,60000,9315
JHELUM,Rasul,12-Jul-19,7685,Nil
CHENAB,Jammu Tavi,12-Jul-19,-,-
CHENAB,Marala,12-Jul-19,83251,53026
CHENAB,Khanki,12-Jul-19,67491,59392
CHENAB,Qadirabad,12-Jul-19,61760,39760
CHENAB,Trimmu,12-Jul-19,30100,14500
CHENAB,Punjnad,12-Jul-19,23871,7521
RAVI,Jassar,12-Jul-19,-,1847
RAVI,Balloki,12-Jul-19,39575,7075
RAVI,Sidhnai,12-Jul-19,18355,3305
SUTLEJ,Sulemanki,12-Jul-19,14486,2133
SUTLEJ,Islam,12-Jul-19,1150,Nil
INDUS,Kalabagh,12-Jul-19,261584,253584
INDUS,Chashma,12-Jul-19,256738,250238
INDUS,Taunsa,12-Jul-19,254819,228405
INDUS,Guddu,12-Jul-19,184123,143183
INDUS,Sukkar,12-Jul-19,114120,57990
INDUS,Kotri,12-Jul-19,35796,261
JHELUM,Kotli,12-Jul-19,-,4660
JHELUM,Mangla,12-Jul-19,64300,13015
JHELUM,Rasul,12-Jul-19,6435,Nil
CHENAB,Jammu Tavi,12-Jul-19,-,-
CHENAB,Marala,12-Jul-19,87025,56800
CHENAB,Khanki,12-Jul-19,68639,60540
CHENAB,Qadirabad,12-Jul-19,64319,42319
CHENAB,Trimmu,12-Jul-19,33535,17935
CHENAB,Punjnad,12-Jul-19,23871,7521
RAVI,Jassar,12-Jul-19,-,1660
RAVI,Balloki,12-Jul-19,40455,7955
RAVI,Sidhnai,12-Jul-19,18355,3305
SUTLEJ,Sulemanki,12-Jul-19,14861,2508
SUTLEJ,Islam,12-Jul-19,1191,Nil
INDUS,Kalabagh,12-Jul-19,247459,239459
INDUS,Chashma,12-Jul-19,256459,249959
INDUS,Taunsa,12-Jul-19,254819,228405
INDUS,Guddu,12-Jul-19,184123,143183
INDUS,Sukkar,12-Jul-19,114120,57990
INDUS,Kotri,12-Jul-19,35796,261
JHELUM,Kotli,12-Jul-19,-,4530
JHELUM,Mangla,12-Jul-19,59700,12415
JHELUM,Rasul,12-Jul-19,6435,Nil
CHENAB,Jammu Tavi,12-Jul-19,-,-
CHENAB,Marala,12-Jul-19,87025,56800
CHENAB,Khanki,12-Jul-19,63800,55701
CHENAB,Qadirabad,12-Jul-19,64319,42319
CHENAB,Trimmu,12-Jul-19,37245,21645
CHENAB,Punjnad,12-Jul-19,23871,7521
RAVI,Jassar,12-Jul-19,-,1566
RAVI,Balloki,12-Jul-19,40455,7955
RAVI,Sidhnai,12-Jul-19,17744,2644
SUTLEJ,Sulemanki,12-Jul-19,14861,2508
SUTLEJ,Islam,12-Jul-19,1150,Nil
INDUS,Kalabagh,13-Jul-19,247459,239459
INDUS,Chashma,13-Jul-19,256459,249959
INDUS,Taunsa,13-Jul-19,254819,228405
INDUS,Guddu,13-Jul-19,184123,143183
INDUS,Sukkar,13-Jul-19,114120,57990
INDUS,Kotri,13-Jul-19,35796,261
JHELUM,Kotli,13-Jul-19,-,4530
JHELUM,Mangla,13-Jul-19,59700,12415
JHELUM,Rasul,13-Jul-19,6435,Nil
CHENAB,Jammu Tavi,13-Jul-19,-,-
CHENAB,Marala,13-Jul-19,87025,56800
CHENAB,Khanki,13-Jul-19,63800,55701
CHENAB,Qadirabad,13-Jul-19,64319,42319
CHENAB,Trimmu,13-Jul-19,37245,21645
CHENAB,Punjnad,13-Jul-19,23871,7521
RAVI,Jassar,13-Jul-19,-,1566
RAVI,Balloki,13-Jul-19,40455,7955
RAVI,Sidhnai,13-Jul-19,17744,2644
SUTLEJ,Sulemanki,13-Jul-19,14861,2508
SUTLEJ,Islam,13-Jul-19,1150,Nil
INDUS,Kalabagh,13-Jul-19,257044,249044
INDUS,Chashma,13-Jul-19,255077,249992
INDUS,Taunsa,13-Jul-19,263880,236560
INDUS,Guddu,13-Jul-19,198260,159852
INDUS,Sukkar,13-Jul-19,120088,63108
INDUS,Kotri,13-Jul-19,37316,261
JHELUM,Kotli,13-Jul-19,-,4930
JHELUM,Mangla,13-Jul-19,60000,9315
JHELUM,Rasul,13-Jul-19,8435,Nil
CHENAB,Jammu Tavi,13-Jul-19,-,-
CHENAB,Marala,13-Jul-19,83176,53026
CHENAB,Khanki,13-Jul-19,63577,55701
CHENAB,Qadirabad,13-Jul-19,61976,39976
CHENAB,Trimmu,13-Jul-19,43126,27526
CHENAB,Punjnad,13-Jul-19,28155,11805
RAVI,Jassar,13-Jul-19,-,1660
RAVI,Balloki,13-Jul-19,40455,7955
RAVI,Sidhnai,13-Jul-19,18355,3305
SUTLEJ,Sulemanki,13-Jul-19,14861,2508
SUTLEJ,Islam,13-Jul-19,1191,Nil
INDUS,Kalabagh,13-Jul-19,253092,245092
INDUS,Chashma,13-Jul-19,256560,250060
INDUS,Taunsa,13-Jul-19,249658,223332
INDUS,Guddu,13-Jul-19,198260,159852
INDUS,Sukkar,13-Jul-19,120088,63108
INDUS,Kotri,13-Jul-19,38815,530
JHELUM,Kotli,13-Jul-19,-,4930
JHELUM,Mangla,13-Jul-19,61000,10115
JHELUM,Rasul,13-Jul-19,8435,Nil
CHENAB,Jammu Tavi,13-Jul-19,-,-
CHENAB,Marala,13-Jul-19,79402,49252
CHENAB,Khanki,13-Jul-19,58780,50904
CHENAB,Qadirabad,13-Jul-19,61976,39976
CHENAB,Trimmu,13-Jul-19,45553,29953
CHENAB,Punjnad,13-Jul-19,28155,11805
RAVI,Jassar,13-Jul-19,-,1566
RAVI,Balloki,13-Jul-19,41330,8830
RAVI,Sidhnai,13-Jul-19,17083,1983
SUTLEJ,Sulemanki,13-Jul-19,14861,2508
SUTLEJ,Islam,13-Jul-19,1150,Nil
INDUS,Kalabagh,13-Jul-19,241579,233579
INDUS,Chashma,13-Jul-19,256261,249761
INDUS,Taunsa,13-Jul-19,249658,223332
INDUS,Guddu,13-Jul-19,198260,159852
INDUS,Sukkar,13-Jul-19,120088,63108
INDUS,Kotri,13-Jul-19,38815,530
JHELUM,Kotli,13-Jul-19,-,4660
JHELUM,Mangla,13-Jul-19,72000,14255
JHELUM,Rasul,13-Jul-19,8435,NIL
CHENAB,Jammu Tavi,13-Jul-19,-,-
CHENAB,Marala,13-Jul-19,83176,53026
CHENAB,Khanki,13-Jul-19,60004,52300
CHENAB,Qadirabad,13-Jul-19,61976,39976
CHENAB,Trimmu,13-Jul-19,45553,29953
CHENAB,Punjnad,13-Jul-19,28255,11805
RAVI,Jassar,13-Jul-19,-,1753
RAVI,Balloki,13-Jul-19,41330,8830
RAVI,Sidhnai,13-Jul-19,17083,1983
SUTLEJ,Sulemanki,13-Jul-19,14861,2508
SUTLEJ,Islam,13-Jul-19,1150,NIL
INDUS,Kalabagh,14-Jul-19,248414,240414
INDUS,Chashma,14-Jul-19,256514,250014
INDUS,Taunsa,14-Jul-19,249658,223332
INDUS,Guddu,14-Jul-19,199754,159852
INDUS,Sukkar,14-Jul-19,130063,72303
INDUS,Kotri,14-Jul-19,39145,710
JHELUM,Kotli,14-Jul-19,-,4530
JHELUM,Mangla,14-Jul-19,60000,13915
JHELUM,Rasul,14-Jul-19,8435,NIL
CHENAB,Jammu Tavi,14-Jul-19,-,-
CHENAB,Marala,14-Jul-19,83176,53026
CHENAB,Khanki,14-Jul-19,55764,48060
CHENAB,Qadirabad,14-Jul-19,61976,39976
CHENAB,Trimmu,14-Jul-19,45553,29953
CHENAB,Punjnad,14-Jul-19,28255,11805
RAVI,Jassar,14-Jul-19,-,1941
RAVI,Balloki,14-Jul-19,40455,7955
RAVI,Sidhnai,14-Jul-19,17083,1983
SUTLEJ,Sulemanki,14-Jul-19,14861,2508
SUTLEJ,Islam,14-Jul-19,1150,NIL
INDUS,Kalabagh,14-Jul-19,266491,258491
INDUS,Chashma,14-Jul-19,256480,249980
INDUS,Taunsa,14-Jul-19,249658,223332
INDUS,Guddu,14-Jul-19,202124,161262
INDUS,Sukkar,14-Jul-19,130063,72303
INDUS,Kotri,14-Jul-19,39325,710
JHELUM,Kotli,14-Jul-19,-,4530
JHELUM,Mangla,14-Jul-19,67000,11515
JHELUM,Rasul,14-Jul-19,7255,NIL
CHENAB,Jammu Tavi,14-Jul-19,-,-
CHENAB,Marala,14-Jul-19,82876,53026
CHENAB,Khanki,14-Jul-19,59666,52300
CHENAB,Qadirabad,14-Jul-19,61976,39976
CHENAB,Trimmu,14-Jul-19,45553,29953
CHENAB,Punjnad,14-Jul-19,26369,9919
RAVI,Jassar,14-Jul-19,-,2888
RAVI,Balloki,14-Jul-19,40330,8830
RAVI,Sidhnai,14-Jul-19,17083,1983
SUTLEJ,Sulemanki,14-Jul-19,14861,2508
SUTLEJ,Islam,14-Jul-19,1150,NIL
INDUS,Kalabagh,14-Jul-19,265536,257536
INDUS,Chashma,14-Jul-19,257533,250098
INDUS,Taunsa,14-Jul-19,256541,229715
INDUS,Guddu,14-Jul-19,206469,165607
INDUS,Sukkar,14-Jul-19,134750,77050
INDUS,Kotri,14-Jul-19,39065,710
JHELUM,Kotli,14-Jul-19,-,6080
JHELUM,Mangla,14-Jul-19,57000,11115
JHELUM,Rasul,14-Jul-19,13596,5341
CHENAB,Jammu Tavi,14-Jul-19,-,-
CHENAB,Marala,14-Jul-19,82876,53026
CHENAB,Khanki,14-Jul-19,62876,55701
CHENAB,Qadirabad,14-Jul-19,59404,37404
CHENAB,Trimmu,14-Jul-19,42238,26638
CHENAB,Punjnad,14-Jul-19,26369,9919
RAVI,Jassar,14-Jul-19,-,2635
RAVI,Balloki,14-Jul-19,40330,8830
RAVI,Sidhnai,14-Jul-19,17097,1997
SUTLEJ,Sulemanki,14-Jul-19,14861,2508
SUTLEJ,Islam,14-Jul-19,1094,NIL
INDUS,Kalabagh,14-Jul-19,247486,239486
INDUS,Chashma,14-Jul-19,258707,249959
INDUS,Taunsa,14-Jul-19,256541,229715
INDUS,Guddu,14-Jul-19,206469,165607
INDUS,Sukkar,14-Jul-19,134750,77050
INDUS,Kotri,14-Jul-19,39065,710
JHELUM,Kotli,14-Jul-19,-,4790
JHELUM,Mangla,14-Jul-19,64000,18015
JHELUM,Rasul,14-Jul-19,8255,Nil
CHENAB,Jammu Tavi,14-Jul-19,-,-
CHENAB,Marala,14-Jul-19,82826,53026
CHENAB,Khanki,14-Jul-19,58009,50904
CHENAB,Qadirabad,14-Jul-19,59404,37404
CHENAB,Trimmu,14-Jul-19,42238,26638
CHENAB,Punjnad,14-Jul-19,26369,9919
RAVI,Jassar,14-Jul-19,-,2382
RAVI,Balloki,14-Jul-19,40455,7955
RAVI,Sidhnai,14-Jul-19,17097,1997
SUTLEJ,Sulemanki,14-Jul-19,14861,2508
SUTLEJ,Islam,14-Jul-19,1094,NIL
INDUS,Kalabagh,15-Jul-19,255153,247153
INDUS,Chashma,15-Jul-19,260402,250152
INDUS,Taunsa,15-Jul-19,261682,234582
INDUS,Guddu,15-Jul-19,214935,174823
INDUS,Sukkar,15-Jul-19,139665,80265
INDUS,Kotri,15-Jul-19,39065,710
JHELUM,Kotli,15-Jul-19,-,4660
JHELUM,Mangla,15-Jul-19,61000,10115
JHELUM,Rasul,15-Jul-19,8255,Nil
CHENAB,Jammu Tavi,15-Jul-19,-,-
CHENAB,Marala,15-Jul-19,79052,49252
CHENAB,Khanki,15-Jul-19,52255,45150
CHENAB,Qadirabad,15-Jul-19,59404,37404
CHENAB,Trimmu,15-Jul-19,40318,24718
CHENAB,Punjnad,15-Jul-19,23971,7521
RAVI,Jassar,15-Jul-19,-,2888
RAVI,Balloki,15-Jul-19,40455,7955
RAVI,Sidhnai,15-Jul-19,17083,1983
SUTLEJ,Sulemanki,15-Jul-19,14861,2508
SUTLEJ,Islam,15-Jul-19,1150,NIL
INDUS,Kalabagh,15-Jul-19,265536,257536
INDUS,Chashma,15-Jul-19,261578,250078
INDUS,Taunsa,15-Jul-19,261682,234582
INDUS,Guddu,15-Jul-19,222502,182067
INDUS,Sukkar,15-Jul-19,139665,80265
INDUS,Kotri,15-Jul-19,39095,710
JHELUM,Kotli,15-Jul-19,-,4530
JHELUM,Mangla,15-Jul-19,67000,11615
JHELUM,Rasul,15-Jul-19,8255,Nil
CHENAB,Jammu Tavi,15-Jul-19,-,-
CHENAB,Marala,15-Jul-19,75278,45478
CHENAB,Khanki,15-Jul-19,58009,50904
CHENAB,Qadirabad,15-Jul-19,59404,37404
CHENAB,Trimmu,15-Jul-19,38340,22740
CHENAB,Punjnad,15-Jul-19,23971,7521
RAVI,Jassar,15-Jul-19,-,5845
RAVI,Balloki,15-Jul-19,39830,8830
RAVI,Sidhnai,15-Jul-19,17083,1983
SUTLEJ,Sulemanki,15-Jul-19,14861,2508
SUTLEJ,Islam,15-Jul-19,1150,Nil
INDUS,Kalabagh,15-Jul-19,266491,258491
INDUS,Chashma,15-Jul-19,261464,249964
INDUS,Taunsa,15-Jul-19,261760,240060
INDUS,Guddu,15-Jul-19,222502,182067
INDUS,Sukkar,15-Jul-19,139665,80265
INDUS,Kotri,15-Jul-19,39095,710
JHELUM,Kotli,15-Jul-19,-,4530
JHELUM,Mangla,15-Jul-19,63000,10715
JHELUM,Rasul,15-Jul-19,8255,Nil
CHENAB,Jammu Tavi,15-Jul-19,-,-
CHENAB,Marala,15-Jul-19,89439,59689
CHENAB,Khanki,15-Jul-19,58009,50904
CHENAB,Qadirabad,15-Jul-19,59404,37404
CHENAB,Trimmu,15-Jul-19,38340,22740
CHENAB,Punjnad,15-Jul-19,23971,7521
RAVI,Jassar,15-Jul-19,-,4407
RAVI,Balloki,15-Jul-19,40455,7955
RAVI,Sidhnai,15-Jul-19,17056,1656
SUTLEJ,Sulemanki,15-Jul-19,14811,2508
SUTLEJ,Islam,15-Jul-19,1150,Nil
INDUS,Kalabagh,15-Jul-19,252136,244136
INDUS,Chashma,15-Jul-19,261529,250029
INDUS,Taunsa,15-Jul-19,259760,240060
INDUS,Guddu,15-Jul-19,222502,182067
INDUS,Sukkar,15-Jul-19,139665,80265
INDUS,Kotri,15-Jul-19,39095,710
JHELUM,Kotli,15-Jul-19,-,6870
JHELUM,Mangla,15-Jul-19,63000,14115
JHELUM,Rasul,15-Jul-19,8305,Nil
CHENAB,Jammu Tavi,15-Jul-19,-,-
CHENAB,Marala,15-Jul-19,89439,59689
CHENAB,Khanki,15-Jul-19,48451,41382
CHENAB,Qadirabad,15-Jul-19,56925,34925
CHENAB,Trimmu,15-Jul-19,38240,22740
CHENAB,Punjnad,15-Jul-19,23971,7521
RAVI,Jassar,15-Jul-19,-,3648
RAVI,Balloki,15-Jul-19,40455,7955
RAVI,Sidhnai,15-Jul-19,18044,2644
SUTLEJ,Sulemanki,15-Jul-19,14811,2508
SUTLEJ,Islam,15-Jul-19,1150,NIL
INDUS,Kalabagh,16-Jul-19,214428,206428
INDUS,Chashma,16-Jul-19,261456,249956
INDUS,Taunsa,16-Jul-19,260426,240726
INDUS,Guddu,16-Jul-19,223467,182067
INDUS,Sukkar,16-Jul-19,141485,81785
INDUS,Kotri,16-Jul-19,39175,790
JHELUM,Kotli,16-Jul-19,-,6870
JHELUM,Mangla,16-Jul-19,61000,11815
JHELUM,Rasul,16-Jul-19,8305,Nil
CHENAB,Jammu Tavi,16-Jul-19,-,-
CHENAB,Marala,16-Jul-19,84086,54336
CHENAB,Khanki,16-Jul-19,50349,43280
CHENAB,Qadirabad,16-Jul-19,56925,34925
CHENAB,Trimmu,16-Jul-19,38240,22740
CHENAB,Punjnad,16-Jul-19,23971,7521
RAVI,Jassar,16-Jul-19,-,3901
RAVI,Balloki,16-Jul-19,41330,8830
RAVI,Sidhnai,16-Jul-19,18044,2644
SUTLEJ,Sulemanki,16-Jul-19,14811,2508
SUTLEJ,Islam,16-Jul-19,1150,NIL
INDUS,Kalabagh,16-Jul-19,256088,248088
INDUS,Chashma,16-Jul-19,262105,250605
INDUS,Taunsa,16-Jul-19,260426,240726
INDUS,Guddu,16-Jul-19,223467,182067
INDUS,Sukkar,16-Jul-19,141485,81785
INDUS,Kotri,16-Jul-19,39595,790
JHELUM,Kotli,16-Jul-19,-,4790
JHELUM,Mangla,16-Jul-19,59000,11615
JHELUM,Rasul,16-Jul-19,8305,Nil
CHENAB,Jammu Tavi,16-Jul-19,-,-
CHENAB,Marala,16-Jul-19,84186,54336
CHENAB,Khanki,16-Jul-19,61298,54028
CHENAB,Qadirabad,16-Jul-19,51926,29926
CHENAB,Trimmu,16-Jul-19,38240,22740
CHENAB,Punjnad,16-Jul-19,23971,7521
RAVI,Jassar,16-Jul-19,-,1941
RAVI,Balloki,16-Jul-19,42210,9710
RAVI,Sidhnai,16-Jul-19,18044,2644
SUTLEJ,Sulemanki,16-Jul-19,14811,2508
SUTLEJ,Islam,16-Jul-19,1150,NIL
INDUS,Kalabagh,16-Jul-19,265536,257536
INDUS,Chashma,16-Jul-19,261543,250043
INDUS,Taunsa,16-Jul-19,260426,240726
INDUS,Guddu,16-Jul-19,223467,182067
INDUS,Sukkar,16-Jul-19,141485,81785
INDUS,Kotri,16-Jul-19,39975,790
JHELUM,Kotli,16-Jul-19,-,4530
JHELUM,Mangla,16-Jul-19,58000,11815
JHELUM,Rasul,16-Jul-19,8305,Nil
CHENAB,Jammu Tavi,16-Jul-19,-,-
CHENAB,Marala,16-Jul-19,82014,52814
CHENAB,Khanki,16-Jul-19,62617,55701
CHENAB,Qadirabad,16-Jul-19,59404,37404
CHENAB,Trimmu,16-Jul-19,38340,22740
CHENAB,Punjnad,16-Jul-19,23971,7521
RAVI,Jassar,16-Jul-19,-,1660
RAVI,Balloki,16-Jul-19,41585,10585
RAVI,Sidhnai,16-Jul-19,18705,3305
SUTLEJ,Sulemanki,16-Jul-19,16478,4175
SUTLEJ,Islam,16-Jul-19,1150,Nil
INDUS,Kalabagh,16-Jul-19,255133,247133
INDUS,Chashma,16-Jul-19,259979,249894
INDUS,Taunsa,16-Jul-19,260426,240726
INDUS,Guddu,16-Jul-19,223467,182067
INDUS,Sukkar,16-Jul-19,141485,81785
INDUS,Kotri,16-Jul-19,39975,790
JHELUM,Kotli,16-Jul-19,-,4660
JHELUM,Mangla,16-Jul-19,60000,13415
JHELUM,Rasul,16-Jul-19,8305,Nil
CHENAB,Jammu Tavi,16-Jul-19,-,-
CHENAB,Marala,16-Jul-19,85667,58167
CHENAB,Khanki,16-Jul-19,57358,50904
CHENAB,Qadirabad,16-Jul-19,59404,37404
CHENAB,Trimmu,16-Jul-19,37801,22301
CHENAB,Punjnad,16-Jul-19,23971,7521
RAVI,Jassar,16-Jul-19,-,2035
RAVI,Balloki,16-Jul-19,43965,11465
RAVI,Sidhnai,16-Jul-19,18705,3305
SUTLEJ,Sulemanki,16-Jul-19,16331,4175
SUTLEJ,Islam,16-Jul-19,1150,NIL
INDUS,Kalabagh,17-Jul-19,244672,236672
INDUS,Chashma,17-Jul-19,261207,249707
INDUS,Taunsa,17-Jul-19,259211,239511
INDUS,Guddu,17-Jul-19,223687,182067
INDUS,Sukkar,17-Jul-19,150020,90330
INDUS,Kotri,17-Jul-19,40320,795
JHELUM,Kotli,17-Jul-19,-,4530
JHELUM,Mangla,17-Jul-19,55000,13415
JHELUM,Rasul,17-Jul-19,8305,Nil
CHENAB,Jammu Tavi,17-Jul-19,-,-
CHENAB,Marala,17-Jul-19,80314,52814
CHENAB,Khanki,17-Jul-19,49734,43280
CHENAB,Qadirabad,17-Jul-19,59404,37404
CHENAB,Trimmu,17-Jul-19,42061,26561
CHENAB,Punjnad,17-Jul-19,28225,11805
RAVI,Jassar,17-Jul-19,-,2635
RAVI,Balloki,17-Jul-19,46600,14100
RAVI,Sidhnai,17-Jul-19,18044,2644
SUTLEJ,Sulemanki,17-Jul-19,19074,6918
SUTLEJ,Islam,17-Jul-19,1295,NIL
INDUS,Kalabagh,17-Jul-19,247459,239459
INDUS,Chashma,17-Jul-19,261460,249960
INDUS,Taunsa,17-Jul-19,259211,239511
INDUS,Guddu,17-Jul-19,229383,189263
INDUS,Sukkar,17-Jul-19,150020,90330
INDUS,Kotri,17-Jul-19,41440,795
JHELUM,Kotli,17-Jul-19,-,4530
JHELUM,Mangla,17-Jul-19,55000,13415
JHELUM,Rasul,17-Jul-19,8435,Nil
CHENAB,Jammu Tavi,17-Jul-19,-,-
CHENAB,Marala,17-Jul-19,69608,42108
CHENAB,Khanki,17-Jul-19,54514,48060
CHENAB,Qadirabad,17-Jul-19,59404,37404
CHENAB,Trimmu,17-Jul-19,42061,26561
CHENAB,Punjnad,17-Jul-19,29179,12759
RAVI,Jassar,17-Jul-19,-,1847
RAVI,Balloki,17-Jul-19,48050,15550
RAVI,Sidhnai,17-Jul-19,18705,3305
SUTLEJ,Sulemanki,17-Jul-19,19074,6918
SUTLEJ,Islam,17-Jul-19,1295,NIL
INDUS,Kalabagh,17-Jul-19,266491,258491
INDUS,Chashma,17-Jul-19,261220,249720
INDUS,Taunsa,17-Jul-19,259211,239511
INDUS,Guddu,17-Jul-19,231544,191634
INDUS,Sukkar,17-Jul-19,150020,90330
INDUS,Kotri,17-Jul-19,44621,2396
JHELUM,Kotli,17-Jul-19,-,4270
JHELUM,Mangla,17-Jul-19,52000,11015
JHELUM,Rasul,17-Jul-19,8435,Nil
CHENAB,Jammu Tavi,17-Jul-19,-,-
CHENAB,Marala,17-Jul-19,80314,52814
CHENAB,Khanki,17-Jul-19,58800,52300
CHENAB,Qadirabad,17-Jul-19,55726,33726
CHENAB,Trimmu,17-Jul-19,42061,26561
CHENAB,Punjnad,17-Jul-19,29179,12759
RAVI,Jassar,17-Jul-19,-,1753
RAVI,Balloki,17-Jul-19,48050,15550
RAVI,Sidhnai,17-Jul-19,18705,3305
SUTLEJ,Sulemanki,17-Jul-19,20883,8727
SUTLEJ,Islam,17-Jul-19,1295,Nil
INDUS,Kalabagh,17-Jul-19,256088,248088
INDUS,Chashma,17-Jul-19,261679,250179
INDUS,Taunsa,17-Jul-19,272853,259153
INDUS,Guddu,17-Jul-19,231544,191634
INDUS,Sukkar,17-Jul-19,150020,90330
INDUS,Kotri,17-Jul-19,44621,2396
JHELUM,Kotli,17-Jul-19,-,4150
JHELUM,Mangla,17-Jul-19,48000,16415
JHELUM,Rasul,17-Jul-19,8435,Nil
CHENAB,Jammu Tavi,17-Jul-19,-,-
CHENAB,Marala,17-Jul-19,74961,47461
CHENAB,Khanki,17-Jul-19,51650,45150
CHENAB,Qadirabad,17-Jul-19,58215,36215
CHENAB,Trimmu,17-Jul-19,42061,26561
CHENAB,Punjnad,17-Jul-19,29179,12759
RAVI,Jassar,17-Jul-19,-,2035
RAVI,Balloki,17-Jul-19,48050,15550
RAVI,Sidhnai,17-Jul-19,18705,3305
SUTLEJ,Sulemanki,17-Jul-19,20883,8727
SUTLEJ,Islam,17-Jul-19,1295,NIL
INDUS,Kalabagh,18-Jul-19,223795,215795
INDUS,Chashma,18-Jul-19,260655,250393
INDUS,Taunsa,18-Jul-19,272853,259153
INDUS,Guddu,18-Jul-19,232425,195763
INDUS,Sukkar,18-Jul-19,156014,96744
INDUS,Kotri,18-Jul-19,48274,5449
JHELUM,Kotli,18-Jul-19,-,4020
JHELUM,Mangla,18-Jul-19,45000,9515
JHELUM,Rasul,18-Jul-19,8435,Nil
CHENAB,Jammu Tavi,18-Jul-19,-,-
CHENAB,Marala,18-Jul-19,69608,42108
CHENAB,Khanki,18-Jul-19,46442,39942
CHENAB,Qadirabad,18-Jul-19,58215,36215
CHENAB,Trimmu,18-Jul-19,42061,26561
CHENAB,Punjnad,18-Jul-19,28225,11805
RAVI,Jassar,18-Jul-19,-,2382
RAVI,Balloki,18-Jul-19,48050,15550
RAVI,Sidhnai,18-Jul-19,18705,3305
SUTLEJ,Sulemanki,18-Jul-19,20883,8727
SUTLEJ,Islam,18-Jul-19,1450,NIL
INDUS,Kalabagh,18-Jul-19,256907,248907
INDUS,Chashma,18-Jul-19,261582,250082
INDUS,Taunsa,18-Jul-19,272853,259153
INDUS,Guddu,18-Jul-19,237246,202574
INDUS,Sukkar,18-Jul-19,156014,96744
INDUS,Kotri,18-Jul-19,58056,14561
JHELUM,Kotli,18-Jul-19,-,6080
JHELUM,Mangla,18-Jul-19,53000,13915
JHELUM,Rasul,18-Jul-19,8435,Nil
CHENAB,Jammu Tavi,18-Jul-19,-,-
CHENAB,Marala,18-Jul-19,69808,42108
CHENAB,Khanki,18-Jul-19,48321,41382
CHENAB,Qadirabad,18-Jul-19,50629,28629
CHENAB,Trimmu,18-Jul-19,42061,26561
CHENAB,Punjnad,18-Jul-19,28225,11805
RAVI,Jassar,18-Jul-19,-,1941
RAVI,Balloki,18-Jul-19,48485,15985
RAVI,Sidhnai,18-Jul-19,19366,3966
SUTLEJ,Sulemanki,18-Jul-19,20883,8727
SUTLEJ,Islam,18-Jul-19,1450,NIL
INDUS,Kalabagh,18-Jul-19,279890,271890
INDUS,Chashma,18-Jul-19,254314,242814
INDUS,Taunsa,18-Jul-19,266917,248717
INDUS,Guddu,18-Jul-19,238236,202574
INDUS,Sukkar,18-Jul-19,156014,96744
INDUS,Kotri,18-Jul-19,64207,20892
JHELUM,Kotli,18-Jul-19,-,4660
JHELUM,Mangla,18-Jul-19,48000,9115
JHELUM,Rasul,18-Jul-19,8435,Nil
CHENAB,Jammu Tavi,18-Jul-19,-,-
CHENAB,Marala,18-Jul-19,80464,52814
