River,Gauge Site,Date,Time,Up Stream Gauge,Up Stream Discharge,Down Stream Gauge,Down Stream Discharge,Flood Limit in Lac Cusecs (Low),Flood Limit in Lac Cusecs (Med),Flood Limit in Lac Cusecs (High),Flood Limit in Lac Cusecs     (V High),Flood Limit in Lac Cusecs     (Except. High),Remarks,,
CHENAB,Marala,20-Jul-2025,23:59 Hrs,812.00,66744,797.90,43444,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,20-Jul-2025,23:59 Hrs,733.00,48483,724.10,44202,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,20-Jul-2025,23:59 Hrs,700.00,53311,687.50,40368,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,20-Jul-2025,23:59 Hrs,-,-,588.50,43016,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,20-Jul-2025,23:59 Hrs,491.00,49312,484.70,38312,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,20-Jul-2025,23:59 Hrs,338.00,32270,329.30,18810,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,20-Jul-2025,23:59 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,20-Jul-2025,23:59 Hrs,-,-,774.80,1009,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,20-Jul-2025,23:59 Hrs,-,-,696.20,9056,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,20-Jul-2025,23:59 Hrs,-,-,672.00,9575,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,20-Jul-2025,23:59 Hrs,633.00,32465,620.00,10465,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,20-Jul-2025,23:59 Hrs,467.00,37405,459.60,26555,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,20-Jul-2025,23:59 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,20-Jul-2025,23:59 Hrs,-,-,11.30,2426,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,20-Jul-2025,23:59 Hrs,-,-,616.20,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,20-Jul-2025,23:59 Hrs,569.00,18731,562.00,10927,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,20-Jul-2025,23:59 Hrs,455.00,13642,441.30,12142,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,20-Jul-2025,23:59 Hrs,419.30,10182,419.30,10182,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,20-Jul-2025,23:59 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,20-Jul-2025,23:59 Hrs,-,-,875.90,92,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,20-Jul-2025,23:59 Hrs,-,-,885.20,220,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,20-Jul-2025,23:59 Hrs,-,-,814.00,243,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,20-Jul-2025,23:59 Hrs,-,-,777.60,5,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,20-Jul-2025,23:59 Hrs,-,-,739.90,390,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,20-Jul-2025,23:59 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,20-Jul-2025,23:59 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,21-Jul-2025,06:00 Hrs,-,-,5.77,29900,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,21-Jul-2025,06:00 Hrs,1530.00,300000,-,302300,2.50,3.75,5.00,6.50,,Low,,
INDUS,khairabad,21-Jul-2025,06:00 Hrs,-,-,29.30,282700,2.25,3.75,5.00,6.50,8.00,Low,,
INDUS,Kalabagh,21-Jul-2025,06:00 Hrs,693.50,284201,681.80,276252,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Chashma,21-Jul-2025,06:00 Hrs,641.00,302968,615.70,280768,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Taunsa,21-Jul-2025,03:00 Hrs,445.50,429921,433.90,417921,2.50,3.75,5.00,6.50,,Medium,,
INDUS,Taunsa,21-Jul-2025,06:00 Hrs,445.50,429200,434.00,423200,2.50,3.75,5.00,6.50,,Medium,,
INDUS,Taunsa,21-Jul-2025,09:00 Hrs,445.50,424312,434.00,418312,2.50,3.75,5.00,6.50,,Medium,,
INDUS,Ghazi ghat*,21-Jul-2025,06:00 Hrs,-,-,393.90,-,-,-,-,-,-,-,,
INDUS,Guddu,21-Jul-2025,06:00 Hrs,258.70,227264,251.30,206943,2.00,3.50,5.00,7.00,9.00,Low,,
INDUS,Sukkar,21-Jul-2025,06:00 Hrs,199.90,169560,195.40,124290,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,21-Jul-2025,06:00 Hrs,69.70,172805,56.60,136300,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,21-Jul-2025,06:00 Hrs,-,-,9.50,7110,-,-,-,-,-,-,,
JHELUM,Chattar kalas,21-Jul-2025,06:00 Hrs,-,-,15.20,25170,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,21-Jul-2025,06:00 Hrs,1190.70,40000,-,8000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,21-Jul-2025,06:00 Hrs,718.80,7341,691.50,Nil,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,21-Jul-2025,06:00 Hrs,-,-,587.70,7883,-,-,-,-,-,-,,
CHENAB,Marala,21-Jul-2025,06:00 Hrs,812.00,70518,798.20,47218,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,21-Jul-2025,06:00 Hrs,733.00,46401,717.10,42120,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,21-Jul-2025,06:00 Hrs,700.00,53376,687.40,39092,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,21-Jul-2025,06:00 Hrs,-,-,588.40,41425,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,21-Jul-2025,06:00 Hrs,490.70,51271,485.20,40271,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,21-Jul-2025,06:00 Hrs,338.00,32270,329.30,18810,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,21-Jul-2025,06:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,21-Jul-2025,06:00 Hrs,-,-,774.80,1009,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,21-Jul-2025,06:00 Hrs,-,-,696.20,9056,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,21-Jul-2025,06:00 Hrs,-,-,671.80,8912,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,21-Jul-2025,06:00 Hrs,633.00,32465,620.00,10465,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,21-Jul-2025,06:00 Hrs,467.00,37405,459.60,26555,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,21-Jul-2025,06:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,21-Jul-2025,06:00 Hrs,-,-,11.20,2324,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,21-Jul-2025,06:00 Hrs,-,-,616.00,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,21-Jul-2025,06:00 Hrs,569.00,20143,562.20,12339,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,21-Jul-2025,06:00 Hrs,455.00,13642,441.30,12142,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,21-Jul-2025,06:00 Hrs,419.30,10182,419.30,10182,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,21-Jul-2025,06:00 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,21-Jul-2025,06:00 Hrs,-,-,875.90,92,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,21-Jul-2025,06:00 Hrs,-,-,885.20,220,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,21-Jul-2025,06:00 Hrs,-,-,814.00,243,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,21-Jul-2025,06:00 Hrs,-,-,777.60,5,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,21-Jul-2025,06:00 Hrs,-,-,739.90,370,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,21-Jul-2025,06:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,21-Jul-2025,06:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,21-Jul-2025,12:00 Hrs,-,-,5.63,29000,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,21-Jul-2025,12:00 Hrs,1530.00,320000,-,322000,2.50,3.75,5.00,6.50,,Low,,
INDUS,khairabad,21-Jul-2025,12:00 Hrs,-,-,28.80,278600,2.25,3.75,5.00,6.50,8.00,Low,,
INDUS,Kalabagh,21-Jul-2025,12:00 Hrs,693.50,318572,682.30,310323,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Chashma,21-Jul-2025,12:00 Hrs,641.00,301612,615.70,279412,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Taunsa,21-Jul-2025,12:00 Hrs,445.50,421806,433.80,415806,2.50,3.75,5.00,6.50,,Medium,,
INDUS,Taunsa,21-Jul-2025,15:00 Hrs,445.50,421806,433.80,415806,2.50,3.75,5.00,6.50,,Medium,,
INDUS,Ghazi ghat*,21-Jul-2025,12:00 Hrs,-,-,394.00,-,-,-,-,-,-,-,,
INDUS,Guddu,21-Jul-2025,12:00 Hrs,258.70,241501,251.40,217094,2.00,3.50,5.00,7.00,9.00,Low,,
INDUS,Sukkar,21-Jul-2025,12:00 Hrs,199.90,169560,195.40,124290,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,21-Jul-2025,12:00 Hrs,69.70,173505,56.60,136300,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,21-Jul-2025,12:00 Hrs,-,-,9.20,6230,-,-,-,-,-,-,,
JHELUM,Chattar kalas,21-Jul-2025,12:00 Hrs,-,-,15.40,25740,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,21-Jul-2025,12:00 Hrs,1190.85,28000,-,8000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,21-Jul-2025,12:00 Hrs,718.70,4185,691.50,-,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,21-Jul-2025,12:00 Hrs,-,-,587.30,6997,-,-,-,-,-,-,,
CHENAB,Marala,21-Jul-2025,12:00 Hrs,812.00,84482,799.40,61082,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,21-Jul-2025,12:00 Hrs,733.00,55353,724.80,51022,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,21-Jul-2025,12:00 Hrs,700.00,44010,686.60,29010,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,21-Jul-2025,12:00 Hrs,-,-,588.10,36590,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,21-Jul-2025,12:00 Hrs,490.70,54806,485.60,43806,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,21-Jul-2025,12:00 Hrs,338.00,32470,329.30,18810,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,21-Jul-2025,12:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,21-Jul-2025,12:00 Hrs,-,-,774.90,1100,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,21-Jul-2025,12:00 Hrs,-,-,696.20,9056,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,21-Jul-2025,12:00 Hrs,-,-,671.80,8912,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,21-Jul-2025,12:00 Hrs,633.00,33585,620.10,11585,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,21-Jul-2025,12:00 Hrs,467.00,38574,459.80,27724,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,21-Jul-2025,12:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,21-Jul-2025,12:00 Hrs,-,-,11.00,2000,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,21-Jul-2025,12:00 Hrs,-,-,616.00,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,21-Jul-2025,12:00 Hrs,569.00,20143,562.20,12339,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,21-Jul-2025,12:00 Hrs,455.00,13642,441.30,12142,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,21-Jul-2025,12:00 Hrs,419.30,10182,419.30,10182,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,21-Jul-2025,12:00 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,21-Jul-2025,12:00 Hrs,-,-,876.00,117,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,21-Jul-2025,12:00 Hrs,-,-,885.20,220,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,21-Jul-2025,12:00 Hrs,-,-,813.80,204,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,21-Jul-2025,12:00 Hrs,-,-,777.60,5,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,21-Jul-2025,12:00 Hrs,-,-,739.90,370,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,21-Jul-2025,12:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,21-Jul-2025,12:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,21-Jul-2025,18:00 Hrs,-,-,5.86,30500,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,21-Jul-2025,18:00 Hrs,1530.00,330000,-,331400,2.50,3.75,5.00,6.50,,Low,,
INDUS,khairabad,21-Jul-2025,18:00 Hrs,-,-,29.90,287700,2.25,3.75,5.00,6.50,8.00,Low,,
INDUS,Kalabagh,21-Jul-2025,18:00 Hrs,693.50,326817,682.40,318868,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Chashma,21-Jul-2025,18:00 Hrs,640.70,340707,615.80,321391,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Taunsa,21-Jul-2025,18:00 Hrs,445.50,389456,433.20,383456,2.50,3.75,5.00,6.50,,Medium,,
INDUS,Taunsa,21-Jul-2025,21:00 Hrs,445.50,389456,433.20,383456,2.50,3.75,5.00,6.50,,Medium,,
INDUS,Ghazi ghat*,21-Jul-2025,18:00 Hrs,-,-,394.10,-,-,-,-,-,-,-,,
INDUS,Guddu,21-Jul-2025,18:00 Hrs,258.66,273905,251.60,249855,2.00,3.50,5.00,7.00,9.00,Low,,
INDUS,Sukkar,21-Jul-2025,18:00 Hrs,199.90,169560,195.40,124290,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,21-Jul-2025,18:00 Hrs,69.70,174905,56.60,136600,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,21-Jul-2025,18:00 Hrs,-,-,9.30,6520,-,-,-,-,-,-,,
JHELUM,Chattar kalas,21-Jul-2025,18:00 Hrs,-,-,15.20,25170,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,21-Jul-2025,18:00 Hrs,1191.00,30000,-,8000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,21-Jul-2025,18:00 Hrs,718.90,4185,691.50,Nil,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,21-Jul-2025,18:00 Hrs,-,-,587.00,6110,-,-,-,-,-,-,,
CHENAB,Marala,21-Jul-2025,18:00 Hrs,812.00,129434,801.20,105884,1.00,1.50,2.00,4.00,6.00,Low,,
CHENAB,Khanki,21-Jul-2025,18:00 Hrs,733.00,62254,725.30,57923,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,21-Jul-2025,18:00 Hrs,700.00,46507,686.80,31507,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,21-Jul-2025,18:00 Hrs,-,-,587.80,32513,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,21-Jul-2025,18:00 Hrs,490.70,76667,485.80,65667,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,21-Jul-2025,18:00 Hrs,338.00,32470,329.30,18810,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,21-Jul-2025,18:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,21-Jul-2025,18:00 Hrs,-,-,774.90,1100,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,21-Jul-2025,18:00 Hrs,-,-,696.20,9056,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,21-Jul-2025,18:00 Hrs,-,-,671.80,8912,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,21-Jul-2025,18:00 Hrs,633.00,33785,620.10,11585,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,21-Jul-2025,18:00 Hrs,467.00,38574,459.80,27724,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,21-Jul-2025,18:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,21-Jul-2025,18:00 Hrs,-,-,11.00,2000,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,21-Jul-2025,18:00 Hrs,-,-,615.50,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,21-Jul-2025,18:00 Hrs,569.00,17851,561.60,9043,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,21-Jul-2025,18:00 Hrs,455.00,13742,441.30,12142,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,21-Jul-2025,18:00 Hrs,419.30,10182,419.30,10182,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,21-Jul-2025,18:00 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,21-Jul-2025,18:00 Hrs,-,-,877.00,497,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,21-Jul-2025,18:00 Hrs,-,-,886.00,1100,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,21-Jul-2025,18:00 Hrs,-,-,813.80,204,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,21-Jul-2025,18:00 Hrs,-,-,777.60,5,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,21-Jul-2025,18:00 Hrs,-,-,739.60,370,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,21-Jul-2025,18:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,21-Jul-2025,18:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,21-Jul-2025,23:59 Hrs,-,-,6.17,32500,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,21-Jul-2025,23:59 Hrs,1530.00,337000,-,340900,2.50,3.75,5.00,6.50,,Low,,
INDUS,khairabad,21-Jul-2025,23:59 Hrs,-,-,30.90,296000,2.25,3.75,5.00,6.50,8.00,Low,,
INDUS,Kalabagh,21-Jul-2025,23:59 Hrs,693.50,318357,682.30,310408,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Chashma,21-Jul-2025,23:59 Hrs,640.10,338372,616.40,319206,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Taunsa,21-Jul-2025,23:59 Hrs,445.50,376786,433.00,370786,2.50,3.75,5.00,6.50,,Low,,
INDUS,Ghazi ghat*,21-Jul-2025,23:59 Hrs,-,-,393.90,-,-,-,-,-,-,-,,
INDUS,Guddu,21-Jul-2025,23:59 Hrs,258.60,273905,251.60,249855,2.00,3.50,5.00,7.00,9.00,Low,,
INDUS,Sukkar,21-Jul-2025,23:59 Hrs,199.90,169560,195.40,124290,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,21-Jul-2025,23:59 Hrs,69.70,174905,56.60,136300,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,21-Jul-2025,23:59 Hrs,-,-,9.50,7110,-,-,-,-,-,-,,
JHELUM,Chattar kalas,21-Jul-2025,23:59 Hrs,-,-,15.80,26910,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,21-Jul-2025,23:59 Hrs,1191.20,30000,-,8000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,21-Jul-2025,23:59 Hrs,718.90,4185,691.50,Nil,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,21-Jul-2025,23:59 Hrs,-,-,586.50,4565,-,-,-,-,-,-,,
CHENAB,Marala,21-Jul-2025,23:59 Hrs,812.00,136165,801.50,112615,1.00,1.50,2.00,4.00,6.00,Low,,
CHENAB,Khanki,21-Jul-2025,23:59 Hrs,733.00,86248,726.50,81917,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Qadirabad,21-Jul-2025,23:59 Hrs,700.00,59091,687.80,44091,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,21-Jul-2025,23:59 Hrs,-,-,588.00,34983,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,21-Jul-2025,23:59 Hrs,490.70,76667,485.80,65667,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,21-Jul-2025,23:59 Hrs,338.00,32470,329.30,18810,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,21-Jul-2025,23:59 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,21-Jul-2025,23:59 Hrs,-,-,775.00,1190,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,21-Jul-2025,23:59 Hrs,-,-,696.00,7920,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,21-Jul-2025,23:59 Hrs,-,-,671.40,7586,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,21-Jul-2025,23:59 Hrs,633.00,33985,620.10,11585,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,21-Jul-2025,23:59 Hrs,467.00,38724,459.80,27724,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,21-Jul-2025,23:59 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,21-Jul-2025,23:59 Hrs,-,-,11.00,2000,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,21-Jul-2025,23:59 Hrs,-,-,615.30,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,21-Jul-2025,23:59 Hrs,569.00,17851,561.60,9043,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,21-Jul-2025,23:59 Hrs,455.00,13742,441.30,12142,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,21-Jul-2025,23:59 Hrs,419.60,12557,419.60,12557,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,21-Jul-2025,23:59 Hrs,-,-,-,-,-,-,-,-,,-,,
N/BEIN,Shakar Gargh,21-Jul-2025,23:59 Hrs,-,-,877.10,497,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,21-Jul-2025,23:59 Hrs,-,-,887.00,3025,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,21-Jul-2025,23:59 Hrs,-,-,813.80,204,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,21-Jul-2025,23:59 Hrs,-,-,777.60,5,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,21-Jul-2025,23:59 Hrs,-,-,739.60,370,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,21-Jul-2025,23:59 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,21-Jul-2025,23:59 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,22-Jul-2025,06:00 Hrs,-,-,6.17,32500,0.60,0.80,1.00,1.20,,Normal,,
INDUS,Tarbela,22-Jul-2025,06:00 Hrs,1530.00,350000,-,349900,2.50,3.75,5.00,6.50,,Low,,
INDUS,khairabad,22-Jul-2025,06:00 Hrs,-,-,31.80,303500,2.25,3.75,5.00,6.50,8.00,Low,,
INDUS,Kalabagh,22-Jul-2025,06:00 Hrs,693.50,332858,682.50,324909,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Chashma,22-Jul-2025,06:00 Hrs,640.00,340160,616.50,320160,2.50,3.75,5.00,6.50,8.00,Low,,
INDUS,Taunsa,22-Jul-2025,06:00 Hrs,445.50,363453,432.80,357453,2.50,3.75,5.00,6.50,,Low,,
INDUS,Ghazi ghat*,22-Jul-2025,06:00 Hrs,-,-,393.90,-,-,-,-,-,-,-,,
INDUS,Guddu,22-Jul-2025,06:00 Hrs,258.80,300092,250.00,275422,2.00,3.50,5.00,7.00,9.00,Low,,
INDUS,Sukkar,22-Jul-2025,06:00 Hrs,199.90,188760,195.50,138040,2.00,3.50,5.00,7.00,,Normal,,
INDUS,Kotri,22-Jul-2025,06:00 Hrs,69.70,183917,56.80,144192,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,22-Jul-2025,06:00 Hrs,-,-,9.70,7730,-,-,-,-,-,-,,
JHELUM,Chattar kalas,22-Jul-2025,06:00 Hrs,-,-,15.60,26320,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,22-Jul-2025,06:00 Hrs,1191.45,44000,-,8000,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Rasul,22-Jul-2025,06:00 Hrs,719.00,4185,691.50,Nil,0.75,1.10,1.50,2.25,,Normal,,
JHELUM,Khushab bridge,22-Jul-2025,06:00 Hrs,-,-,586.50,4565,-,-,-,-,-,-,,
CHENAB,Marala,22-Jul-2025,06:00 Hrs,812.00,113353,800.30,89803,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,22-Jul-2025,06:00 Hrs,733.00,120866,728.40,116535,1.00,1.50,2.00,4.00,6.00,Low,,
CHENAB,Qadirabad,22-Jul-2025,06:00 Hrs,700.00,80804,689.30,65804,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,22-Jul-2025,06:00 Hrs,-,-,587.70,31278,1.00,1.50,2.00,4.00,6.00,Normal,,
